iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
159,1.2123832431138409e-03,3.0942330602756377e-04,6.0435763216837302e-04,2.8324143545532809e-04,7.2288611592391527e-05,6.6370160894322640e-04,1.0266439404915063e-04,nan,2.0485340967465673e-01,0.0000000000000000e+00,-4.8864873705371554e+00,-4.8858830129049871e+00,2.3362368051859667e-01,0.0000000000000000e+00,1.2123832431138409e-03,3.0942330602756377e-04,6.0435763216837302e-04,2.8324143545532809e-04,7.2288611592391527e-05,6.6370160894322640e-04,1.0266439404915063e-04,nan,2.0485340967465673e-01,0.0000000000000000e+00,-4.8864873705371554e+00,-4.8858830129049871e+00,2.3362368051859667e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.2518183896115886e-04,1.3877727584417760e-03,3.7224845692018782e-04,5.5837268538017071e-04,0.0000000000000000e+00,1,1,2.8521648000000000e-02,
160,1.2880861824576015e-03,2.9541833726009332e-04,5.6599213628949485e-04,3.0088186289503605e-04,6.9006267483268102e-05,6.4053000570194526e-04,9.8394976669038226e-05,nan,2.0488133231822492e-01,0.0000000000000000e+00,-4.8871611427596591e+00,-4.8865951506233696e+00,2.3358830099471226e-01,0.0000000000000000e+00,1.2880861824576015e-03,2.9541833726009332e-04,5.6599213628949485e-04,3.0088186289503605e-04,6.9006267483268102e-05,6.4053000570194526e-04,9.8394976669038226e-05,nan,2.0488133231822492e-01,0.0000000000000000e+00,-4.8871611427596591e+00,-4.8865951506233696e+00,2.3358830099471226e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.9288973572822488e-04,1.3393346035923312e-03,3.5920998535643456e-04,5.3881497803476286e-04,0.0000000000000000e+00,1,1,2.8631460000000001e-02,
161,1.5254690568538918e-03,2.7808457811922204e-04,5.2552509752068488e-04,3.5628273563276247e-04,6.4948373606432686e-05,6.2810381336911194e-04,9.3140475838947298e-05,nan,2.0490215196765335e-01,0.0000000000000000e+00,-4.8878230874557067e+00,-4.8872975623581860e+00,2.3355618655913973e-01,0.0000000000000000e+00,1.5254690568538918e-03,2.7808457811922204e-04,5.2552509752068488e-04,3.5628273563276247e-04,6.4948373606432686e-05,6.2810381336911194e-04,9.3140475838947298e-05,nan,2.0490215196765335e-01,0.0000000000000000e+00,-4.8878230874557067e+00,-4.8872975623581860e+00,2.3355618655913973e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.5155032115323635e-04,1.2773254817297786e-03,3.4193789975156541e-04,5.1290684962723709e-04,0.0000000000000000e+00,1,1,2.8754757000000002e-02,
162,1.7248938186033092e-03,2.5783267043840758e-04,4.8347895128308949e-04,4.0280994851066287e-04,6.0210990139530907e-05,6.2407408465016423e-04,8.7001765858860341e-05,nan,2.0491592228533706e-01,0.0000000000000000e+00,-4.8884678293751245e+00,-4.8879843504238414e+00,2.3352738827531333e-01,0.0000000000000000e+00,1.7248938186033092e-03,2.5783267043840758e-04,4.8347895128308949e-04,4.0280994851066287e-04,6.0210990139530907e-05,6.2407408465016423e-04,8.7001765858860341e-05,nan,2.0491592228533706e-01,0.0000000000000000e+00,-4.8884678293751245e+00,-4.8879843504238414e+00,2.3352738827531333e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.0194548717464392e-04,1.2029182307621321e-03,3.2088221939452488e-04,4.8132332909189834e-04,0.0000000000000000e+00,1,1,2.8859618000000000e-02,
163,1.8859657908989072e-03,2.3510486246933809e-04,4.4009949830758899e-04,4.4037665053298092e-04,5.4897438945017418e-05,6.2570661866733987e-04,8.0097626400253217e-05,nan,2.0492279073727057e-01,0.0000000000000000e+00,-4.8890899942671906e+00,-4.8886498947688830e+00,2.3350192917501666e-01,0.0000000000000000e+00,1.8859657908989072e-03,2.3510486246933809e-04,4.4009949830758899e-04,4.4037665053298092e-04,5.4897438945017418e-05,6.2570661866733987e-04,8.0097626400253217e-05,nan,2.0492279073727057e-01,0.0000000000000000e+00,-4.8890899942671906e+00,-4.8886498947688830e+00,2.3350192917501666e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.4502990506421327e-04,1.1175448575963141e-03,2.9653603775914306e-04,4.4480405663871458e-04,0.0000000000000000e+00,1,1,2.9081790000000003e-02,
164,2.0089043863345331e-03,2.1032343314677886e-04,3.9610693714653422e-04,4.6903858863112102e-04,4.9106272508675497e-05,6.3022681907589750e-04,7.2559620428031454e-05,nan,2.0492298891730523e-01,0.0000000000000000e+00,-4.8896851918877973e+00,-4.8892890849506507e+00,2.3347979715795908e-01,0.0000000000000000e+00,2.0089043863345331e-03,2.1032343314677886e-04,3.9610693714653422e-04,4.6903858863112102e-04,4.9106272508675497e-05,6.3022681907589750e-04,7.2559620428031454e-05,nan,2.0492298891730523e-01,0.0000000000000000e+00,-4.8896851918877973e+00,-4.8892890849506507e+00,2.3347979715795908e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.8190800113869326e-04,1.0228620017080944e-03,2.6939390724112222e-04,4.0409086086179435e-04,0.0000000000000000e+00,1,1,2.9282751999999999e-02,
165,2.0943413365060817e-03,1.8397200837698435e-04,3.5166896374505541e-04,4.8894692385065275e-04,4.2950280359083104e-05,6.3517140200380592e-04,6.4536908172206254e-05,nan,2.0491683882719283e-01,0.0000000000000000e+00,-4.8902488788711800e+00,-4.8898972099074349e+00,2.3346095277207596e-01,0.0000000000000000e+00,2.0943413365060817e-03,1.8397200837698435e-04,3.5166896374505541e-04,4.8894692385065275e-04,4.2950280359083104e-05,6.3517140200380592e-04,6.4536908172206254e-05,nan,2.0491683882719283e-01,0.0000000000000000e+00,-4.8902488788711800e+00,-4.8898972099074349e+00,2.3346095277207596e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.1380058281856897e-04,9.2070087422770844e-04,2.3999333478896823e-04,3.5999000218334132e-04,0.0000000000000000e+00,1,1,2.9399454999999998e-02,
166,2.1434213868232630e-03,1.5646940373035460e-04,3.0723433849466630e-04,5.0037171496461474e-04,3.6527051733903360e-05,6.3855354550634770e-04,5.6187435997641984e-05,nan,2.0490473640449486e-01,0.0000000000000000e+00,-4.8907772410322865e+00,-4.8904700066937918e+00,2.3344533092776923e-01,0.0000000000000000e+00,2.1434213868232630e-03,1.5646940373035460e-04,3.0723433849466630e-04,5.0037171496461474e-04,3.6527051733903360e-05,6.3855354550634770e-04,5.6187435997641984e-05,nan,2.0490473640449486e-01,0.0000000000000000e+00,-4.8907772410322865e+00,-4.8904700066937918e+00,2.3344533092776923e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.4205623975788300e-04,8.1308435963670664e-04,2.0885218298527519e-04,3.1327827447791279e-04,0.0000000000000000e+00,1,1,2.9561869000000001e-02,
167,2.1576984752822775e-03,1.2829272526656589e-04,2.6329911076405921e-04,5.0367767625006388e-04,2.9947734812019178e-05,6.3885564191971370e-04,4.7695285255434836e-05,nan,2.0488713400268582e-01,0.0000000000000000e+00,-4.8912671034880359e+00,-4.8910038043772719e+00,2.3343283689541980e-01,0.0000000000000000e+00,2.1576984752822775e-03,1.2829272526656589e-04,2.6329911076405921e-04,5.0367767625006388e-04,2.9947734812019178e-05,6.3885564191971370e-04,4.7695285255434836e-05,nan,2.0488713400268582e-01,0.0000000000000000e+00,-4.8912671034880359e+00,-4.8910038043772719e+00,2.3343283689541980e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.6816742182154028e-04,7.0225113273220271e-04,1.7650808804026141e-04,2.6476213206039212e-04,0.0000000000000000e+00,1,1,2.9670311000000001e-02,
168,2.1391025456974321e-03,9.9856040106270397e-05,2.2003485149113544e-04,4.9931649258000421e-04,2.3308731883414646e-05,6.3502126800564095e-04,3.9274418097280190e-05,nan,2.0486455371296713e-01,0.0000000000000000e+00,-4.8917154499542201e+00,-4.8914954151027290e+00,2.3342335484772531e-01,0.0000000000000000e+00,2.1391025456974321e-03,9.9856040106270397e-05,2.2003485149113544e-04,4.9931649258000421e-04,2.3308731883414646e-05,6.3502126800564095e-04,3.9274418097280190e-05,nan,2.0486455371296713e-01,0.0000000000000000e+00,-4.8917154499542201e+00,-4.8914954151027290e+00,2.3342335484772531e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.9384745427574198e-04,5.9077118141369345e-04,1.4347699075378806e-04,2.1521548613079311e-04,0.0000000000000000e+00,1,1,2.9784500000000002e-02,
169,2.0899163629015142e-03,7.1586734859976434e-05,1.7793351864714424e-04,4.8782147660050845e-04,1.6709542699555602e-05,6.2638867592059279e-04,3.1217524934112450e-05,nan,2.0483755069065493e-01,0.0000000000000000e+00,-4.8921201849179248e+00,-4.8919422513992776e+00,2.3341674588510633e-01,0.0000000000000000e+00,2.0899163629015142e-03,7.1586734859976434e-05,1.7793351864714424e-04,4.8782147660050845e-04,1.6709542699555602e-05,6.2638867592059279e-04,3.1217524934112450e-05,nan,2.0483755069065493e-01,0.0000000000000000e+00,-4.8921201849179248e+00,-4.8919422513992776e+00,2.3341674588510633e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.2124502278923096e-04,4.8186753418375601e-04,1.1026186951457184e-04,1.6539280427174674e-04,0.0000000000000000e+00,1,1,3.0033378999999999e-02,
170,2.0126864520029430e-03,5.2166776020991886e-05,1.3729379852467360e-04,4.6978688053497808e-04,1.2176395856433597e-05,6.1263505812593640e-04,2.3991271763299159e-05,nan,2.0480671596544073e-01,0.0000000000000000e+00,-4.8924796324603124e+00,-4.8923423386617877e+00,2.3341284980949986e-01,0.0000000000000000e+00,2.0126864520029430e-03,5.2166776020991886e-05,1.3729379852467360e-04,4.6978688053497808e-04,1.2176395856433597e-05,6.1263505812593640e-04,2.3991271763299159e-05,nan,2.0480671596544073e-01,0.0000000000000000e+00,-4.8924796324603124e+00,-4.8923423386617877e+00,2.3341284980949986e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5343757557409958e-04,3.8015636336110204e-04,7.7345612884638371e-05,1.1601841932695756e-04,0.0000000000000000e+00,1,1,3.0196117999999997e-02,
171,1.9102261261189080e-03,4.7845611244367743e-05,9.8540361253007802e-05,4.4586871933782746e-04,1.1167715235266273e-05,5.9370604287805684e-04,1.8468693333344930e-05,nan,2.0477266193779628e-01,0.0000000000000000e+00,-4.8927928984508142e+00,-4.8926943580895612e+00,2.3341148633733688e-01,0.0000000000000000e+00,1.9102261261189080e-03,4.7845611244367743e-05,9.8540361253007802e-05,4.4586871933782746e-04,1.1167715235266273e-05,5.9370604287805684e-04,1.8468693333344930e-05,nan,2.0477266193779628e-01,0.0000000000000000e+00,-4.8927928984508142e+00,-4.8926943580895612e+00,2.3341148633733688e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.9563710837141991e-04,2.9345566255716243e-04,5.9272450255942744e-05,8.8908675384136160e-05,0.0000000000000000e+00,1,1,3.0388244000000002e-02,
172,1.7855346049154433e-03,4.2883430782721970e-05,6.1893204720497863e-05,4.1676602427989651e-04,1.0009527065785173e-05,5.6977548218399240e-04,1.6075730950461784e-05,nan,2.0473602195970278e-01,0.0000000000000000e+00,-4.8930594871189408e+00,-4.8929975939142203e+00,2.3341245984959955e-01,0.0000000000000000e+00,1.7855346049154433e-03,4.2883430782721970e-05,6.1893204720497863e-05,4.1676602427989651e-04,1.0009527065785173e-05,5.6977548218399240e-04,1.6075730950461784e-05,nan,2.0473602195970278e-01,0.0000000000000000e+00,-4.8930594871189408e+00,-4.8929975939142203e+00,2.3341245984959955e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5719301829141883e-04,2.3578952743706389e-04,5.4475529232878017e-05,8.1713293849539070e-05,0.0000000000000000e+00,1,1,3.0525345999999998e-02,
173,1.6417099215737111e-03,3.7432985356433271e-05,2.7548265213006573e-05,3.8320064781727226e-04,8.7374414016877511e-06,5.4121272932855654e-04,1.7556252682557199e-05,nan,2.0469742754797288e-01,0.0000000000000000e+00,-4.8932794218277555e+00,-4.8932518735625425e+00,2.3341556433425437e-01,0.0000000000000000e+00,1.6417099215737111e-03,3.7432985356433271e-05,2.7548265213006573e-05,3.8320064781727226e-04,8.7374414016877511e-06,5.4121272932855654e-04,1.7556252682557199e-05,nan,2.0469742754797288e-01,0.0000000000000000e+00,-4.8932794218277555e+00,-4.8932518735625425e+00,2.3341556433425437e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.4945805674473314e-04,2.2418708511721396e-04,4.9060955756186075e-05,7.3591433634057069e-05,0.0000000000000000e+00,1,1,3.0689615999999999e-02,
174,1.4820031478048816e-03,5.4586277723435194e-05,4.0954758659950130e-06,3.4593003460936522e-04,1.2741560616813530e-05,5.0855149042686491e-04,2.1592216389382560e-05,nan,2.0465750564925175e-01,0.0000000000000000e+00,-4.8934535773350776e+00,-4.8934576728109436e+00,2.3342058019360556e-01,0.0000000000000000e+00,1.4820031478048816e-03,5.4586277723435194e-05,4.0954758659950130e-06,3.4593003460936522e-04,1.2741560616813530e-05,5.0855149042686491e-04,2.1592216389382560e-05,nan,2.0465750564925175e-01,0.0000000000000000e+00,-4.8934535773350776e+00,-4.8934576728109436e+00,2.3342058019360556e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7173885289862358e-04,2.5760827934795649e-04,5.5354227481929641e-05,8.3031341223005484e-05,0.0000000000000000e+00,1,1,3.0870666000000001e-02,
175,1.3096603475682784e-03,7.4707118401197648e-05,3.3034604989268246e-05,3.0571045607744041e-04,1.7438679640158217e-05,4.7247054090416186e-04,2.6550025132499151e-05,nan,2.0461687783300320e-01,0.0000000000000000e+00,-4.8935829289936725e+00,-4.8936159635986618e+00,2.3342728261191578e-01,0.0000000000000000e+00,1.3096603475682784e-03,7.4707118401197648e-05,3.3034604989268246e-05,3.0571045607744041e-04,1.7438679640158217e-05,4.7247054090416186e-04,2.6550025132499151e-05,nan,2.0461687783300320e-01,0.0000000000000000e+00,-4.8935829289936725e+00,-4.8936159635986618e+00,2.3342728261191578e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1021145380221959e-04,3.1531718070348182e-04,7.9186911160489259e-05,1.1878036674084491e-04,0.0000000000000000e+00,1,1,3.0982593000000003e-02,
176,1.1279480884754179e-03,9.2616945821656600e-05,5.9069351646456880e-05,2.6330306232019707e-04,2.1620077826939310e-05,4.3378871784844215e-04,3.1551538354701574e-05,nan,2.0457614101441760e-01,0.0000000000000000e+00,-4.8936691401267582e+00,-4.8937282094784047e+00,2.3343544353720086e-01,0.0000000000000000e+00,1.1279480884754179e-03,9.2616945821656600e-05,5.9069351646456880e-05,2.6330306232019707e-04,2.1620077826939310e-05,4.3378871784844215e-04,3.1551538354701574e-05,nan,2.0457614101441760e-01,0.0000000000000000e+00,-4.8936691401267582e+00,-4.8937282094784047e+00,2.3343544353720086e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5346454144710927e-04,3.8019681217058856e-04,1.0055323428792562e-04,1.5082985143188843e-04,0.0000000000000000e+00,1,1,3.1090235000000001e-02,
177,9.4003954579302551e-04,1.0816022018301926e-04,8.2153409546315004e-05,2.1944737573476036e-04,2.5249444647601482e-05,3.9346020082441541e-04,3.6186386113284258e-05,nan,2.0453586068622104e-01,0.0000000000000000e+00,-4.8937141691810107e+00,-4.8937963225905570e+00,2.3344483401454419e-01,0.0000000000000000e+00,9.4003954579302551e-04,1.0816022018301926e-04,8.2153409546315004e-05,2.1944737573476036e-04,2.5249444647601482e-05,3.9346020082441541e-04,3.6186386113284258e-05,nan,2.0453586068622104e-01,0.0000000000000000e+00,-4.8937141691810107e+00,-4.8937963225905570e+00,2.3344483401454419e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.9569430245405366e-04,4.4354145368108401e-04,1.1927873443440262e-04,1.7891810165160393e-04,0.0000000000000000e+00,1,1,3.1278223000000001e-02,
178,7.4910762451946820e-04,1.2125688390133459e-04,1.0211381072178227e-04,1.7488308861288160e-04,2.8308053046238735e-05,3.5262554975339219e-04,4.0253921856826371e-05,nan,2.0449657750811132e-01,0.0000000000000000e+00,-4.8937205689167333e+00,-4.8938226827274551e+00,2.3345522444130010e-01,0.0000000000000000e+00,7.4910762451946820e-04,1.2125688390133459e-04,1.0211381072178227e-04,1.7488308861288160e-04,2.8308053046238735e-05,3.5262554975339219e-04,4.0253921856826371e-05,nan,2.0449657750811132e-01,0.0000000000000000e+00,-4.8937205689167333e+00,-4.8938226827274551e+00,2.3345522444130010e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.3408430858823061e-04,5.0112646288218989e-04,1.3522938969412479e-04,2.0284408454118719e-04,0.0000000000000000e+00,1,1,3.1395197000000000e-02,
179,6.6954596728679679e-04,1.3181341889175946e-04,1.1915458205002949e-04,1.5631648208511105e-04,3.0774003488165391e-05,3.1261704926576058e-04,4.3642231235925278e-05,nan,2.0445878208994386e-01,0.0000000000000000e+00,-4.8936907949284345e+00,-4.8938099495104845e+00,2.3346639323145027e-01,0.0000000000000000e+00,6.6954596728679679e-04,1.3181341889175946e-04,1.1915458205002949e-04,1.5631648208511105e-04,3.0774003488165391e-05,3.1261704926576058e-04,4.3642231235925278e-05,nan,2.0445878208994386e-01,0.0000000000000000e+00,-4.8936907949284345e+00,-4.8938099495104845e+00,2.3346639323145027e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.6718197264364944e-04,5.5077295896542404e-04,1.4832624112282033e-04,2.2248936168423050e-04,0.0000000000000000e+00,1,1,3.1589849000000003e-02,
180,5.9413494627891142e-04,1.3985870132043611e-04,1.3300355505219130e-04,1.3871751107223302e-04,3.2653946835603520e-05,2.7507248051408302e-04,4.6297696994396342e-05,nan,2.0442292384293537e-01,0.0000000000000000e+00,-4.8936281899667931e+00,-4.8937611935218452e+00,2.3347812132752968e-01,0.0000000000000000e+00,5.9413494627891142e-04,1.3985870132043611e-04,1.3300355505219130e-04,1.3871751107223302e-04,3.2653946835603520e-05,2.7507248051408302e-04,4.6297696994396342e-05,nan,2.0442292384293537e-01,0.0000000000000000e+00,-4.8936281899667931e+00,-4.8937611935218452e+00,2.3347812132752968e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.9418593060892794e-04,5.9127889591339738e-04,1.5851983021453186e-04,2.3777974532168678e-04,0.0000000000000000e+00,1,1,3.1709699000000001e-02,
181,5.1305991867066879e-04,1.4535319953622083e-04,1.4390814669784646e-04,1.1979446266124140e-04,3.3938547528034047e-05,2.4199311648240250e-04,4.8187999385377064e-05,nan,2.0438940003521500e-01,0.0000000000000000e+00,-4.8935358152267492e+00,-4.8936797233734470e+00,2.3349019929607287e-01,0.0000000000000000e+00,5.1305991867066879e-04,1.4535319953622083e-04,1.4390814669784646e-04,1.1979446266124140e-04,3.3938547528034047e-05,2.4199311648240250e-04,4.8187999385377064e-05,nan,2.0438940003521500e-01,0.0000000000000000e+00,-4.8935358152267492e+00,-4.8936797233734470e+00,2.3349019929607287e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.1468648830802861e-04,6.2202973246208455e-04,1.6582123099517787e-04,2.4873184649276681e-04,0.0000000000000000e+00,1,1,3.1865663000000002e-02,
182,4.2787889022187156e-04,1.4840576060371554e-04,1.5191168212957962e-04,9.9910760713136428e-05,3.4653105761867087e-05,2.1571140908188723e-04,4.9312984268260583e-05,nan,2.0435856339666073e-01,0.0000000000000000e+00,-4.8934171172507055e+00,-4.8935690289328351e+00,2.3350243023517445e-01,0.0000000000000000e+00,4.2787889022187156e-04,1.4840576060371554e-04,1.5191168212957962e-04,9.9910760713136428e-05,3.4653105761867087e-05,2.1571140908188723e-04,4.9312984268260583e-05,nan,2.0435856339666073e-01,0.0000000000000000e+00,-4.8934171172507055e+00,-4.8935690289328351e+00,2.3350243023517445e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.2850580213580394e-04,6.4275870320378557e-04,1.7026853644441786e-04,2.5540280466662679e-04,0.0000000000000000e+00,1,1,3.1975084000000001e-02,
183,3.4010498201699971e-04,1.4905379332117469e-04,1.5703372371422830e-04,7.9419488014035859e-05,3.4806240949231126e-05,1.9854603999868657e-04,4.9680032293624797e-05,nan,2.0435977452655857e-01,0.0000000000000000e+00,-4.8932757776171831e+00,-4.8934328113408974e+00,2.3351462699263303e-01,0.0000000000000000e+00,3.4010498201699971e-04,1.4905379332117469e-04,1.5703372371422830e-04,7.9419488014035859e-05,3.4806240949231126e-05,1.9854603999868657e-04,4.9680032293624797e-05,nan,2.0435977452655857e-01,0.0000000000000000e+00,-4.8932757776171831e+00,-4.8934328113408974e+00,2.3351462699263303e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.3565467786873413e-04,6.5348201680316990e-04,1.7319741745236428e-04,2.5979612617854642e-04,0.0000000000000000e+00,1,1,3.2136795000000003e-02,
184,3.2906036580329623e-04,1.4745621730820736e-04,1.5951875901087931e-04,7.6844354273020166e-05,3.4434951699302552e-05,1.9191183658742955e-04,4.9318807478311867e-05,nan,2.0437152466740885e-01,0.0000000000000000e+00,-4.8931153265312224e+00,-4.8932748452902333e+00,2.3352661778463996e-01,0.0000000000000000e+00,3.2906036580329623e-04,1.4745621730820736e-04,1.5951875901087931e-04,7.6844354273020166e-05,3.4434951699302552e-05,1.9191183658742955e-04,4.9318807478311867e-05,nan,2.0437152466740885e-01,0.0000000000000000e+00,-4.8931153265312224e+00,-4.8932748452902333e+00,2.3352661778463996e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.3627814586359839e-04,6.5441721879543719e-04,1.7341963007244665e-04,2.6012944510855895e-04,0.0000000000000000e+00,1,1,3.2249296000000004e-02,
