iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
60,1.6556031990355782e-01,1.1899787091968919e-02,2.8438262927303448e-02,3.4399640800497344e-02,2.4725030840999779e-03,6.5410230816904266e-02,3.5463825875679277e-03,nan,2.1661024403593240e-01,0.0000000000000000e+00,-5.3809104231940612e+00,-5.4093486861213647e+00,2.0777708584119564e-01,0.0000000000000000e+00,1.6556031990355782e-01,1.1899787091968919e-02,2.8438262927303448e-02,3.4399640800497344e-02,2.4725030840999779e-03,6.5410230816904266e-02,3.5463825875679277e-03,nan,2.1661024403593240e-01,0.0000000000000000e+00,-5.3809104231940612e+00,-5.4093486861213647e+00,2.0777708584119564e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.3474469301473402e-02,5.0211703952210085e-02,1.3582800924654581e-02,2.0374201386982094e-02,0.0000000000000000e+00,0,0,1.3405203999999999e-02,
61,1.5008587873476084e-01,1.0501264703086559e-02,2.9298345042302998e-02,3.1461689713173480e-02,2.2013232322028592e-03,6.4770945815663158e-02,3.3150405632680689e-03,nan,2.1412607514797782e-01,0.0000000000000000e+00,-5.3710687871150755e+00,-5.4003671321573785e+00,2.0962458279485524e-01,0.0000000000000000e+00,1.5008587873476084e-01,1.0501264703086559e-02,2.9298345042302998e-02,3.1461689713173480e-02,2.2013232322028592e-03,6.4770945815663158e-02,3.3150405632680689e-03,nan,2.1412607514797782e-01,0.0000000000000000e+00,-5.3710687871150755e+00,-5.4003671321573785e+00,2.0962458279485524e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.0861166741093311e-02,4.6291750111639975e-02,1.2074586811545274e-02,1.8111880217317911e-02,0.0000000000000000e+00,0,0,1.3589782000000000e-02,
62,1.4424675128617936e-01,9.1154100530882031e-03,2.9840101783369377e-02,3.0512359179147595e-02,1.9281728227850126e-03,6.3671177454655309e-02,3.2344923769630027e-03,nan,2.1159955188643265e-01,0.0000000000000000e+00,-5.3589299263600605e+00,-5.3887700281434299e+00,2.1152891768503254e-01,0.0000000000000000e+00,1.4424675128617936e-01,9.1154100530882031e-03,2.9840101783369377e-02,3.0512359179147595e-02,1.9281728227850126e-03,6.3671177454655309e-02,3.2344923769630027e-03,nan,2.1159955188643265e-01,0.0000000000000000e+00,-5.3589299263600605e+00,-5.3887700281434299e+00,2.1152891768503254e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.9455547981816266e-02,4.4183321972724336e-02,1.0573361154355254e-02,1.5860041731532881e-02,0.0000000000000000e+00,0,0,1.3708346000000000e-02,
63,1.4223933592429863e-01,7.7793260492353940e-03,3.0136781224157083e-02,3.0364980194611722e-02,1.6607155810835494e-03,6.2141047045160061e-02,3.2992510651960634e-03,nan,2.0905894229925848e-01,0.0000000000000000e+00,-5.3446630595824960e+00,-5.3747998408066531e+00,2.1347807902289634e-01,0.0000000000000000e+00,1.4223933592429863e-01,7.7793260492353940e-03,3.0136781224157083e-02,3.0364980194611722e-02,1.6607155810835494e-03,6.2141047045160061e-02,3.2992510651960634e-03,nan,2.0905894229925848e-01,0.0000000000000000e+00,-5.3446630595824960e+00,-5.3747998408066531e+00,2.1347807902289634e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.9324930994015001e-02,4.3987396491022464e-02,9.6964974333371146e-03,1.4544746150005672e-02,0.0000000000000000e+00,0,0,1.4036316000000000e-02,
64,1.3885846890287892e-01,9.2677249735511162e-03,3.0213653184126166e-02,2.9918425277790588e-02,1.9968226591223354e-03,6.0215736406446417e-02,3.4813435711231401e-03,nan,2.0652632783124886e-01,0.0000000000000000e+00,-5.3284572406699766e+00,-5.3586708938541028e+00,2.1545985285720154e-01,0.0000000000000000e+00,1.3885846890287892e-01,9.2677249735511162e-03,3.0213653184126166e-02,2.9918425277790588e-02,1.9968226591223354e-03,6.0215736406446417e-02,3.4813435711231401e-03,nan,2.0652632783124886e-01,0.0000000000000000e+00,-5.3284572406699766e+00,-5.3586708938541028e+00,2.1545985285720154e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.0320030249142052e-02,4.5480045373713293e-02,8.7383403466803067e-03,1.3107510520020460e-02,0.0000000000000000e+00,0,0,1.4204407000000000e-02,
65,1.3398199809332895e-01,1.0901184329781554e-02,3.0134935754979608e-02,2.9136072018382662e-02,2.3705997539828771e-03,5.7922623400995847e-02,3.7441274018714119e-03,nan,2.0402137425372843e-01,0.0000000000000000e+00,-5.3104247018650907e+00,-5.3405596376200704e+00,2.1746258775814875e-01,0.0000000000000000e+00,1.3398199809332895e-01,1.0901184329781554e-02,3.0134935754979608e-02,2.9136072018382662e-02,2.3705997539828771e-03,5.7922623400995847e-02,3.7441274018714119e-03,nan,2.0402137425372843e-01,0.0000000000000000e+00,-5.3104247018650907e+00,-5.3405596376200704e+00,2.1746258775814875e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.2171469465765962e-02,4.8257204198648894e-02,1.0668945344020964e-02,1.6003418016031556e-02,0.0000000000000000e+00,0,0,1.4339150000000000e-02,
66,1.2782284392682344e-01,1.2354907320360146e-02,2.9921967415809547e-02,2.8053862815024942e-02,2.7115878853091052e-03,5.5295531637202001e-02,4.0516711538401027e-03,nan,2.0155916256937559e-01,0.0000000000000000e+00,-5.2906981148116312e+00,-5.3206200822274408e+00,2.1947456302165624e-01,0.0000000000000000e+00,1.2782284392682344e-01,1.2354907320360146e-02,2.9921967415809547e-02,2.8053862815024942e-02,2.7115878853091052e-03,5.5295531637202001e-02,4.0516711538401027e-03,nan,2.0155916256937559e-01,0.0000000000000000e+00,-5.2906981148116312e+00,-5.3206200822274408e+00,2.1947456302165624e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.4581631994322078e-02,5.1872447991483196e-02,1.2436095407295289e-02,1.8654143110943044e-02,0.0000000000000000e+00,0,0,1.4631062000000000e-02,
67,1.2049864246880189e-01,1.3619180676016609e-02,2.9580629660151736e-02,2.6688454958340140e-02,3.0164231114510054e-03,5.2388032871149556e-02,4.3731843736808888e-03,nan,1.9915250204297602e-01,0.0000000000000000e+00,-5.2694270115333337e+00,-5.2990076411934854e+00,2.2148344920358753e-01,0.0000000000000000e+00,1.2049864246880189e-01,1.3619180676016609e-02,2.9580629660151736e-02,2.6688454958340140e-02,3.0164231114510054e-03,5.2388032871149556e-02,4.3731843736808888e-03,nan,1.9915250204297602e-01,0.0000000000000000e+00,-5.2694270115333337e+00,-5.2990076411934854e+00,2.2148344920358753e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.7270249803232826e-02,5.5905374704849131e-02,1.4084114482493026e-02,2.1126171723739429e-02,0.0000000000000000e+00,0,0,1.4750795000000001e-02,
68,1.1222817153244660e-01,1.4685393595084764e-02,2.9093027746665001e-02,2.5080271158547267e-02,3.2818288706435439e-03,4.9272766184293597e-02,4.6849421264594732e-03,nan,1.9681267523918958e-01,0.0000000000000000e+00,-5.2468054480947055e+00,-5.2758984758413705e+00,2.2347571751444101e-01,0.0000000000000000e+00,1.1222817153244660e-01,1.4685393595084764e-02,2.9093027746665001e-02,2.5080271158547267e-02,3.2818288706435439e-03,4.9272766184293597e-02,4.6849421264594732e-03,nan,1.9681267523918958e-01,0.0000000000000000e+00,-5.2468054480947055e+00,-5.2758984758413705e+00,2.2347571751444101e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.9998334391035797e-02,5.9997501586553703e-02,1.5577129023520264e-02,2.3365693535280396e-02,0.0000000000000000e+00,0,0,1.4939992999999999e-02,
69,1.0318481710433787e-01,1.5547426915295454e-02,2.8441562664821340e-02,2.3261638023893090e-02,3.5049596176619235e-03,4.6033514307337098e-02,4.9700851578301725e-03,nan,1.9455113374843869e-01,0.0000000000000000e+00,-5.2230536768690863e+00,-5.2514952395339076e+00,2.2543663570553710e-01,0.0000000000000000e+00,1.0318481710433787e-01,1.5547426915295454e-02,2.8441562664821340e-02,2.3261638023893090e-02,3.5049596176619235e-03,4.6033514307337098e-02,4.9700851578301725e-03,nan,1.9455113374843869e-01,0.0000000000000000e+00,-5.2230536768690863e+00,-5.2514952395339076e+00,2.2543663570553710e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.2583632605166614e-02,6.3875448907749974e-02,1.6871659016937324e-02,2.5307488525406097e-02,0.0000000000000000e+00,0,0,1.5104342999999999e-02,
70,9.3542301047383480e-02,1.6202220947717817e-02,2.7618481853197707e-02,2.1266909303218427e-02,3.6835865650907962e-03,4.2765211031013994e-02,5.2166939001570250e-03,nan,1.9238033761596610e-01,0.0000000000000000e+00,-5.1984003696678247e+00,-5.2260188515210224e+00,2.2735071796497455e-01,0.0000000000000000e+00,9.3542301047383480e-02,1.6202220947717817e-02,2.7618481853197707e-02,2.1266909303218427e-02,3.6835865650907962e-03,4.2765211031013994e-02,5.2166939001570250e-03,nan,1.9238033761596610e-01,0.0000000000000000e+00,-5.1984003696678247e+00,-5.2260188515210224e+00,2.2735071796497455e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.4896652435186098e-02,6.7344978652779192e-02,1.7949014546797315e-02,2.6923521820195973e-02,0.0000000000000000e+00,0,0,1.5213119000000001e-02,
71,8.3436495172899583e-02,1.6649646654298904e-02,2.6634154801105758e-02,1.9123855107351498e-02,3.8161410009565078e-03,3.9580831946094672e-02,5.4158083553662289e-03,nan,1.9031429902207472e-01,0.0000000000000000e+00,-5.1730583586512848e+00,-5.1996925134523906e+00,2.2920252184277967e-01,0.0000000000000000e+00,8.3436495172899583e-02,1.6649646654298904e-02,2.6634154801105758e-02,1.9123855107351498e-02,3.8161410009565078e-03,3.9580831946094672e-02,5.4158083553662289e-03,nan,1.9031429902207472e-01,0.0000000000000000e+00,-5.1730583586512848e+00,-5.1996925134523906e+00,2.2920252184277967e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.6843850284439131e-02,7.0265775426658655e-02,1.8795095569354769e-02,2.8192643354032043e-02,0.0000000000000000e+00,0,0,1.5330827000000000e-02,
72,7.2989662671739786e-02,1.6891891527882036e-02,2.5513613668374902e-02,1.6858966426103610e-02,3.9016460923062823e-03,3.6614053492565267e-02,5.5605212805433851e-03,nan,1.9088206305101627e-01,0.0000000000000000e+00,-5.1472126849926978e+00,-5.1727262986610727e+00,2.3097745364195363e-01,0.0000000000000000e+00,7.2989662671739786e-02,1.6891891527882036e-02,2.5513613668374902e-02,1.6858966426103610e-02,3.9016460923062823e-03,3.6614053492565267e-02,5.5605212805433851e-03,nan,1.9088206305101627e-01,0.0000000000000000e+00,-5.1472126849926978e+00,-5.1727262986610727e+00,2.3097745364195363e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.8353567537743510e-02,7.2530351306615282e-02,1.9401421920704598e-02,2.9102132881056786e-02,0.0000000000000000e+00,0,0,1.5434658000000000e-02,
73,6.2312866185016434e-02,1.6932825126075014e-02,2.4288266981203677e-02,1.4497858574796085e-02,3.9396310742743357e-03,3.4011388963081278e-02,5.6458818122890053e-03,nan,1.9272998427868188e-01,0.0000000000000000e+00,-5.1210207668432508e+00,-5.1453090338244545e+00,2.3266236112057057e-01,0.0000000000000000e+00,6.2312866185016434e-02,1.6932825126075014e-02,2.4288266981203677e-02,1.4497858574796085e-02,3.9396310742743357e-03,3.4011388963081278e-02,5.6458818122890053e-03,nan,1.9272998427868188e-01,0.0000000000000000e+00,-5.1210207668432508e+00,-5.1453090338244545e+00,2.3266236112057057e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.9371806071146010e-02,7.4057709106718911e-02,1.9764473136021588e-02,2.9646709704032492e-02,0.0000000000000000e+00,0,0,1.5537837000000001e-02,
74,5.7982797005431741e-02,1.6777646579161191e-02,2.2986603960823970e-02,1.3582227025348392e-02,3.9300933476506816e-03,3.1916014697627351e-02,5.6688304868630088e-03,nan,1.9458621315337538e-01,0.0000000000000000e+00,-5.0946226298627151e+00,-5.1176092338235390e+00,2.3424580611514878e-01,0.0000000000000000e+00,5.7982797005431741e-02,1.6777646579161191e-02,2.2986603960823970e-02,1.3582227025348392e-02,3.9300933476506816e-03,3.1916014697627351e-02,5.6688304868630088e-03,nan,1.9458621315337538e-01,0.0000000000000000e+00,-5.0946226298627151e+00,-5.1176092338235390e+00,2.3424580611514878e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.9862352841113212e-02,7.4793529261669919e-02,1.9884394513766113e-02,2.9826591770649280e-02,0.0000000000000000e+00,0,0,1.5694943999999999e-02,
75,7.0400750226294523e-02,1.6432915677934985e-02,2.1627082613490778e-02,1.6594727196724668e-02,3.8735347541830334e-03,3.0446013415740197e-02,5.6279065927038819e-03,nan,1.9643424259412004e-01,0.0000000000000000e+00,-5.0681563093307647e+00,-5.0897833919442554e+00,2.3571804481320108e-01,0.0000000000000000e+00,7.0400750226294523e-02,1.6432915677934985e-02,2.1627082613490778e-02,1.6594727196724668e-02,3.8735347541830334e-03,3.0446013415740197e-02,5.6279065927038819e-03,nan,1.9643424259412004e-01,0.0000000000000000e+00,-5.0681563093307647e+00,-5.0897833919442554e+00,2.3571804481320108e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.9805154320657671e-02,7.4707731480986583e-02,1.9763952405426943e-02,2.9645928608140304e-02,0.0000000000000000e+00,0,0,1.5803629999999999e-02,
76,8.1782921451066054e-02,1.5906783343650963e-02,2.0217951052251770e-02,1.9388349183300957e-02,3.7710351302912559e-03,2.9666880257368290e-02,5.5229911648999770e-03,nan,1.9826029490283595e-01,0.0000000000000000e+00,-5.0417682686483509e+00,-5.0619862197006027e+00,2.3707088031700813e-01,0.0000000000000000e+00,8.1782921451066054e-02,1.5906783343650963e-02,2.0217951052251770e-02,1.9388349183300957e-02,3.7710351302912559e-03,2.9666880257368290e-02,5.5229911648999770e-03,nan,1.9826029490283595e-01,0.0000000000000000e+00,-5.0417682686483509e+00,-5.0619862197006027e+00,2.3707088031700813e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.9193015531166236e-02,7.3789523296749301e-02,1.9408119968232995e-02,2.9112179952349493e-02,0.0000000000000000e+00,0,0,1.5982464000000002e-02,
77,9.2036943845165059e-02,1.5209326779546898e-02,1.8759672483478873e-02,2.1932176033337109e-02,3.6243449460767185e-03,2.9566409970205074e-02,5.3552762413008942e-03,nan,2.0005217620397017e-01,0.0000000000000000e+00,-5.0156191045054817e+00,-5.0343787769889605e+00,2.3829752615682123e-01,0.0000000000000000e+00,9.2036943845165059e-02,1.5209326779546898e-02,1.8759672483478873e-02,2.1932176033337109e-02,3.6243449460767185e-03,2.9566409970205074e-02,5.3552762413008942e-03,nan,2.0005217620397017e-01,0.0000000000000000e+00,-5.0156191045054817e+00,-5.0343787769889605e+00,2.3829752615682123e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.8029776662671123e-02,7.2044664994006802e-02,1.8824294768057914e-02,2.8236442152086871e-02,0.0000000000000000e+00,0,0,1.6103434000000000e-02,
78,1.0107471604084120e-01,1.4352646579470522e-02,1.7251184102744510e-02,2.4196538415116819e-02,3.4359172889333323e-03,3.0049412802053917e-02,5.1273228654321800e-03,nan,2.0179784090769501e-01,0.0000000000000000e+00,-4.9898802750915650e+00,-5.0071314591943095e+00,2.3939259354772502e-01,0.0000000000000000e+00,1.0107471604084120e-01,1.4352646579470522e-02,1.7251184102744510e-02,2.4196538415116819e-02,3.4359172889333323e-03,3.0049412802053917e-02,5.1273228654321800e-03,nan,2.0179784090769501e-01,0.0000000000000000e+00,-4.9898802750915650e+00,-5.0071314591943095e+00,2.3939259354772502e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.6330719729639404e-02,6.9496079594459095e-02,1.8022724606258977e-02,2.7034086909388577e-02,0.0000000000000000e+00,0,0,1.6344536000000000e-02,
79,1.0881387976476570e-01,1.3350838609738486e-02,1.5694788972774987e-02,2.6153657089997728e-02,3.2089036400305415e-03,3.0960393440064543e-02,4.8430313992556227e-03,nan,2.0348432089502214e-01,0.0000000000000000e+00,-4.9647269774665350e+00,-4.9804217664393100e+00,2.4035221560463438e-01,0.0000000000000000e+00,1.0881387976476570e-01,1.3350838609738486e-02,1.5694788972774987e-02,2.6153657089997728e-02,3.2089036400305415e-03,3.0960393440064543e-02,4.8430313992556227e-03,nan,2.0348432089502214e-01,0.0000000000000000e+00,-4.9647269774665350e+00,-4.9804217664393100e+00,2.4035221560463438e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.4123212074090860e-02,6.6184818111136384e-02,1.7016859693865349e-02,2.5525289540798024e-02,0.0000000000000000e+00,0,0,1.6531801000000002e-02,
80,1.1517967009809829e-01,1.2219798607597553e-02,1.4098141840602985e-02,2.7778366666559418e-02,2.9471003522084371e-03,3.2120437250608411e-02,4.5075227907244320e-03,nan,2.0509741342564239e-01,0.0000000000000000e+00,-4.9403311157566430e+00,-4.9544292575972460e+00,2.4117421627358926e-01,0.0000000000000000e+00,1.1517967009809829e-01,1.2219798607597553e-02,1.4098141840602985e-02,2.7778366666559418e-02,2.9471003522084371e-03,3.2120437250608411e-02,4.5075227907244320e-03,nan,2.0509741342564239e-01,0.0000000000000000e+00,-4.9403311157566430e+00,-4.9544292575972460e+00,2.4117421627358926e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.1446171422170962e-02,6.2169257133256488e-02,1.5823462007785727e-02,2.3735193011678701e-02,0.0000000000000000e+00,0,0,1.6692824000000002e-02,
81,1.2010749140237495e-01,1.0976859525296848e-02,1.2474052206256303e-02,2.9048986238539271e-02,2.6548439033206028e-03,3.3357911017402077e-02,4.1270533110085786e-03,nan,2.0662223548882896e-01,0.0000000000000000e+00,-4.9168560319476073e+00,-4.9293300841538636e+00,2.4185823797802566e-01,0.0000000000000000e+00,1.2010749140237495e-01,1.0976859525296848e-02,1.2474052206256303e-02,2.9048986238539271e-02,2.6548439033206028e-03,3.3357911017402077e-02,4.1270533110085786e-03,nan,2.0662223548882896e-01,0.0000000000000000e+00,-4.9168560319476073e+00,-4.9293300841538636e+00,2.4185823797802566e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.8348981229095962e-02,5.7523471843644050e-02,1.4462354808579381e-02,2.1693532212869071e-02,0.0000000000000000e+00,0,0,1.6883434999999999e-02,
82,1.2354554722522755e-01,9.6406336952848150e-03,1.0837675184068196e-02,2.9948150638535009e-02,2.3369450104986922e-03,3.4524761469168080e-02,3.7090668850915456e-03,nan,2.0804420293219261e-01,0.0000000000000000e+00,-4.8944556200035532e+00,-4.9052932951876214e+00,2.4240574679667376e-01,0.0000000000000000e+00,1.2354554722522755e-01,9.6406336952848150e-03,1.0837675184068196e-02,2.9948150638535009e-02,2.3369450104986922e-03,3.4524761469168080e-02,3.7090668850915456e-03,nan,2.0804420293219261e-01,0.0000000000000000e+00,-4.8944556200035532e+00,-4.9052932951876214e+00,2.4240574679667376e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.4891135672687118e-02,5.2336703509030670e-02,1.2956094964305720e-02,1.9434142446458580e-02,0.0000000000000000e+00,0,0,1.6988866000000002e-02,
83,1.2545756083866252e-01,8.2307075898134015e-03,9.2032984112737637e-03,3.0463590455371087e-02,1.9985794678125113e-03,3.5501863007757407e-02,3.2623410846898083e-03,nan,2.0935005656236497e-01,0.0000000000000000e+00,-4.8732764581982231e+00,-4.8824797566094968e+00,2.4281988468233520e-01,0.0000000000000000e+00,1.2545756083866252e-01,8.2307075898134015e-03,9.2032984112737637e-03,3.0463590455371087e-02,1.9985794678125113e-03,3.5501863007757407e-02,3.2623410846898083e-03,nan,2.0935005656236497e-01,0.0000000000000000e+00,-4.8732764581982231e+00,-4.8824797566094968e+00,2.4281988468233520e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.1143035340141918e-02,4.6714553010212705e-02,1.1329495942495216e-02,1.6994243913742713e-02,0.0000000000000000e+00,0,0,1.7092144000000000e-02,
84,1.2582551782559689e-01,6.7675333307608320e-03,7.5827242817840812e-03,3.0588839969723863e-02,1.6452226672442338e-03,3.6198895880397888e-02,2.7973275498029975e-03,nan,2.1052857541531658e-01,0.0000000000000000e+00,-4.8534599640736538e+00,-4.8610426883554378e+00,2.4310521822864398e-01,0.0000000000000000e+00,1.2582551782559689e-01,6.7675333307608320e-03,7.5827242817840812e-03,3.0588839969723863e-02,1.6452226672442338e-03,3.6198895880397888e-02,2.7973275498029975e-03,nan,2.1052857541531658e-01,0.0000000000000000e+00,-4.8534599640736538e+00,-4.8610426883554378e+00,2.4310521822864398e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.7187975368401854e-02,4.0781963052602746e-02,9.6091722813618219e-03,1.4413758422042733e-02,0.0000000000000000e+00,0,0,1.7258124999999999e-02,
85,1.2465187840624720e-01,5.2722722869184722e-03,5.9841736145171964e-03,3.0323742260381314e-02,1.2825721360894826e-03,3.6552041704043470e-02,2.3269759782117215e-03,nan,2.1157076013271958e-01,0.0000000000000000e+00,-4.8351446609451365e+00,-4.8411288345596537e+00,2.4326743125004985e-01,0.0000000000000000e+00,1.2465187840624720e-01,5.2722722869184722e-03,5.9841736145171964e-03,3.0323742260381314e-02,1.2825721360894826e-03,3.6552041704043470e-02,2.3269759782117215e-03,nan,2.1157076013271958e-01,0.0000000000000000e+00,-4.8351446609451365e+00,-4.8411288345596537e+00,2.4326743125004985e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.3126570118347779e-02,3.4689855177521531e-02,7.8231109500799256e-03,1.1734666425119888e-02,0.0000000000000000e+00,0,0,1.7397594000000002e-02,
86,1.2196169472138757e-01,3.7664993104396288e-03,4.4143761988948427e-03,2.9674872880413122e-02,9.1643846452602040e-04,3.6520815812847766e-02,1.8688896500132775e-03,nan,2.1246969344055791e-01,0.0000000000000000e+00,-4.8184638748327249e+00,-4.8228782510316197e+00,2.4331305782691168e-01,0.0000000000000000e+00,1.2196169472138757e-01,3.7664993104396288e-03,4.4143761988948427e-03,2.9674872880413122e-02,9.1643846452602040e-04,3.6520815812847766e-02,1.8688896500132775e-03,nan,2.1246969344055791e-01,0.0000000000000000e+00,-4.8184638748327249e+00,-4.8228782510316197e+00,2.4331305782691168e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.9087839433608908e-02,2.8631759150413154e-02,6.0001249878034457e-03,9.0001874817051686e-03,0.0000000000000000e+00,0,0,1.7502977999999999e-02,
87,1.1780392134783270e-01,3.3458023340134863e-03,2.8795373073711161e-03,2.8655718903870697e-02,8.1386400464816822e-04,3.6084982007762383e-02,1.4508787449155373e-03,nan,2.1322015689537022e-01,0.0000000000000000e+00,-4.8035429069939983e+00,-4.8064224443013694e+00,2.4324927876773000e-01,0.0000000000000000e+00,1.1780392134783270e-01,3.3458023340134863e-03,2.8795373073711161e-03,2.8655718903870697e-02,8.1386400464816822e-04,3.6084982007762383e-02,1.4508787449155373e-03,nan,2.1322015689537022e-01,0.0000000000000000e+00,-4.8035429069939983e+00,-4.8064224443013694e+00,2.4324927876773000e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5256816238556056e-02,2.2885224357834130e-02,4.2889245974762069e-03,6.4333868962140883e-03,0.0000000000000000e+00,0,0,1.7606151000000000e-02,
88,1.1225236613253727e-01,2.9865359262606058e-03,1.3877200816923008e-03,2.7286732286135207e-02,7.2597851689450155e-04,3.5242051520755047e-02,1.1235246535835086e-03,nan,2.1381842271425405e-01,0.0000000000000000e+00,-4.7904928415321253e+00,-4.7918805616138176e+00,2.4308380505687999e-01,0.0000000000000000e+00,1.1225236613253727e-01,2.9865359262606058e-03,1.3877200816923008e-03,2.7286732286135207e-02,7.2597851689450155e-04,3.5242051520755047e-02,1.1235246535835086e-03,nan,2.1381842271425405e-01,0.0000000000000000e+00,-4.7904928415321253e+00,-4.7918805616138176e+00,2.4308380505687999e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.1938901171325492e-02,1.7908351756988319e-02,3.9056991111929840e-03,5.8585486667896980e-03,0.0000000000000000e+00,0,0,1.7710795999999997e-02,
89,1.0540570525327719e-01,2.6055844615335481e-03,5.0653266229438998e-05,2.5595121893326606e-02,6.3270058993543377e-04,3.4005369737760249e-02,9.6993711680389710e-04,nan,2.1426220522622294e-01,0.0000000000000000e+00,-4.7794051396819652e+00,-4.7793544864157358e+00,2.4282482463187940e-01,0.0000000000000000e+00,1.0540570525327719e-01,2.6055844615335481e-03,5.0653266229438998e-05,2.5595121893326606e-02,6.3270058993543377e-04,3.4005369737760249e-02,9.6993711680389710e-04,nan,2.1426220522622294e-01,0.0000000000000000e+00,-4.7794051396819652e+00,-4.7793544864157358e+00,2.4282482463187940e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.6649156243189815e-03,1.4497373436478478e-02,3.4785490387161389e-03,5.2178235580742083e-03,0.0000000000000000e+00,0,0,1.7815119000000001e-02,
90,9.7386774592890718e-02,2.2089487936899177e-03,1.4231658987613471e-03,2.3614439237337276e-02,5.3562803866376296e-04,3.2402514444882471e-02,1.0421696048069635e-03,nan,2.1455090033436799e-01,0.0000000000000000e+00,-4.7703472021095124e+00,-4.7689240362107510e+00,2.4248096659996729e-01,0.0000000000000000e+00,9.7386774592890718e-02,2.2089487936899177e-03,1.4231658987613471e-03,2.3614439237337276e-02,5.3562803866376296e-04,3.2402514444882471e-02,1.0421696048069635e-03,nan,2.1455090033436799e-01,0.0000000000000000e+00,-4.7703472021095124e+00,-4.7689240362107510e+00,2.4248096659996729e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.0912600252593210e-03,1.3636890037889095e-02,3.0268488635813995e-03,4.5402732953720992e-03,0.0000000000000000e+00,0,0,1.7974001999999999e-02,
91,8.8340977551251906e-02,3.1768104865871126e-03,2.7159418754498788e-03,2.1383929160532000e-02,7.6898277882653243e-04,3.0473816219831102e-02,1.2725159915088255e-03,nan,2.1468596625410774e-01,0.0000000000000000e+00,-4.7633587389318501e+00,-4.7606427970564003e+00,2.4206126933705141e-01,0.0000000000000000e+00,8.8340977551251906e-02,3.1768104865871126e-03,2.7159418754498788e-03,2.1383929160532000e-02,7.6898277882653243e-04,3.0473816219831102e-02,1.2725159915088255e-03,nan,2.1468596625410774e-01,0.0000000000000000e+00,-4.7633587389318501e+00,-4.7606427970564003e+00,2.4206126933705141e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0264264151003838e-02,1.5396396226505670e-02,3.2539962581492610e-03,4.8809943872238915e-03,0.0000000000000000e+00,0,0,1.8119231999999999e-02,
